"filename", "language", "JSON", "YAML", "TypeScript", "JavaScript", "JSON with Comments", "Markdown", "XML", "pip requirements", "Python", "HTML", "Batch", "MS SQL", "TypeScript JSX", "Shell Script", "CSS", "Groovy", "Properties", "Java", "comment", "blank", "total"
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\settings\import\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 0, 0, 0, 0, 0, 8, 18, 211
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\settings\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1450, 0, 0, 0, 0, 0, 15, 107, 1572
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\settings\partners\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 1, 31, 284
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\settings\updates\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 10, 18, 175
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\settings\users\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 3, 10, 154
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\settings\webhooks\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 5, 11, 185
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\settings\whatsapp\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 347, 0, 0, 0, 0, 0, 9, 32, 388
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\stock\[skuId]\batches\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 2, 12, 144
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\stock\[skuId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 548, 0, 0, 0, 0, 0, 14, 42, 604
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\stock\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 264, 0, 0, 0, 0, 0, 4, 16, 284
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\success\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 298, 0, 0, 0, 0, 0, 8, 18, 324
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\terms\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 6, 13, 186
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\test-supabase\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\testing\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 5, 10, 80
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\unauthorized\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 4, 28
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app\workforce\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\alerts\SentinelAlertOverlay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 7, 24, 184
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\cctv\CameraSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 412, 0, 0, 0, 0, 0, 6, 36, 454
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\cctv\PlaybackViewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 5, 17, 217
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\CCTVWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 3, 17, 187
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\CctvNodeGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 1, 13, 103
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\DailyBrief.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 2, 18, 145
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\DeadStockWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 11, 120
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\ExpiryWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 7, 81
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\IntelligenceWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 4, 18, 173
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\MobileAppBanner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 9, 63
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\NoxisChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 2, 15, 68
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\PatternAlerts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 8, 94
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\PromiseAlertWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 14, 156
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\dashboard\widgets\WidgetRegistry.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 388, 0, 0, 0, 0, 0, 18, 45, 451
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\docs\BackButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\intelligence\ForecastBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 4, 14, 87
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\intelligence\SentinelHeatmap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 3, 12, 76
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\invoices\CreditRiskBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 10, 80
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\karigars\ApproveAdvanceModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 2, 22, 194
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\khata\AddAccountModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 9, 89
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\khata\KhataEntryModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 435, 0, 0, 0, 0, 0, 17, 45, 497
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\khata\LedgerReceipt.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 5, 10, 98
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\knowledge\AskNoxis.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 8, 29, 255
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\landing\LandingMotion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 543, 0, 0, 0, 0, 0, 1, 36, 580
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\layout\BranchSwitcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 3, 17, 226
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\layout\TopBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 4, 11, 70
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\notifications\LowStockBanner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 8, 63
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\onboarding\WelcomeGuide.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 3, 21, 294
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\payments\PaymentModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 6, 25, 246
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\payroll\PaySlipModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 5, 19, 170
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\portal\PaymentModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 0, 11, 23, 253
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\portal\PortalPaymentModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 11, 22, 201
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\procurement\ReorderSuggestions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 2, 12, 114
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\procurement\SupplierPaymentModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 5, 20, 179
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\production\HandoverCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 6, 15, 165
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\production\MomentumBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 11, 72
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\production\QuickProductionModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 5, 24, 245
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\providers\AuditProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 1, 8, 45
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\providers\ClientI18nProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 8, 66
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\providers\IndustryProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 1, 15, 91
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\providers\LicenseInitializer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 15, 26, 257
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\providers\QueryProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 7, 27
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\providers\ThemeInitializer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\reports\PnLChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 1, 9, 80
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\security\SessionMonitor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 5, 12, 68
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\sentinel\SentinelAssistant.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 264, 0, 0, 0, 0, 0, 13, 23, 300
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\AppShell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 335, 0, 0, 0, 0, 0, 9, 45, 389
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 3, 39
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\GlobalSearch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 328, 0, 0, 0, 0, 0, 0, 27, 355
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\GlobalTopBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 0, 0, 0, 0, 0, 11, 29, 348
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\IndustrialSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, 0, 0, 0, 0, 0, 4, 26, 413
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\IntroAnimation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 4, 7, 123
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\KeyboardShortcuts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 3, 15, 183
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\LanguageSwitcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 10, 135
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\OnboardingChecklist.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 3, 17, 125
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\QuickActions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 804, 0, 0, 0, 0, 0, 7, 77, 888
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\SyncIndicator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 14, 135
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\ThemePicker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0, 20, 26, 326
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\TitleBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 4, 16, 104
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\shell\UpdateBanner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 2, 12, 91
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\stock\StockTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 2, 15, 122
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\stock\TransferModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 3, 22, 179
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\tables\VirtualLedgerTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 341, 0, 0, 0, 0, 0, 16, 35, 392
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\ActionTrail.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 1, 12, 186
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\AmountDisplay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\AnimatedComponents.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1056, 0, 0, 0, 0, 0, 61, 169, 1286
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\AnimatedNumber.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 7, 49
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\AuditErrorModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 3, 13, 94
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\CardSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\ComingSoonPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 8, 54
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\DataFreshness.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 8, 62
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\EmptyState.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 1, 9, 92
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\FeatureGate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 2, 18, 127
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\FeatureLock.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 2, 13, 79
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\FeedbackModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 459, 0, 0, 0, 0, 0, 13, 32, 504
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\FinancialAmount.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 10, 66
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\GlobalErrorBoundary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 12, 78
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\IndustrialEmptyState.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 2, 11, 95
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\Skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 7, 8, 127
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\StateViews.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 4, 5, 127
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\SummaryCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 4, 8, 63
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\TableSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\TierBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 7, 48
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\components\ui\Toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 8, 88
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\content\blog\cctv-factory-monitoring.md", "Markdown", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 87
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\content\blog\karigar-payroll.md", "Markdown", 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 231
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\content\blog\modern-b2b-telemetry-fintech.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 60
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\content\blog\offline-erp-pakistan.md", "Markdown", 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 204
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\content\blog\peshgi-software.md", "Markdown", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 195
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\content\blog\rice-mill-software.md", "Markdown", 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 220
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\content\blog\textile-erp-pakistan.md", "Markdown", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 77
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\db\pragmas.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 33
