Date : 2026-07-14 00:42:59
Directory : c:\Users\omnora\OneDrive\Desktop\new_system
Total : 742 files,  135696 codes, 4169 comments, 13023 blanks, all 152888 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| omnora-prime-v13\src\app\[adminPath]\payments                                                                                                           |          2 |        226 |          9 |         28 |        263 |
| omnora-prime-v13\src\app\[adminPath]\signals                                                                                                            |          1 |        182 |          7 |         22 |        211 |
| omnora-prime-v13\src\app\about                                                                                                                          |          2 |        673 |         16 |         64 |        753 |
| omnora-prime-v13\src\app\analytics                                                                                                                      |          1 |        342 |         16 |         31 |        389 |
| omnora-prime-v13\src\app\api                                                                                                                            |         32 |      2,663 |        110 |        434 |      3,207 |
| omnora-prime-v13\src\app\api\admin                                                                                                                      |          4 |        191 |          9 |         32 |        232 |
| omnora-prime-v13\src\app\api\admin\activation-logs                                                                                                      |          1 |         38 |          0 |          6 |         44 |
| omnora-prime-v13\src\app\api\admin\login                                                                                                                |          1 |        114 |          9 |         18 |        141 |
| omnora-prime-v13\src\app\api\admin\logout                                                                                                               |          1 |          8 |          0 |          2 |         10 |
| omnora-prime-v13\src\app\api\admin\logs                                                                                                                 |          1 |         31 |          0 |          6 |         37 |
| omnora-prime-v13\src\app\api\cron                                                                                                                       |          2 |        159 |         15 |         36 |        210 |
| omnora-prime-v13\src\app\api\cron\daily-summary                                                                                                         |          1 |         47 |          5 |         13 |         65 |
| omnora-prime-v13\src\app\api\cron\recurring-invoices                                                                                                    |          1 |        112 |         10 |         23 |        145 |
| omnora-prime-v13\src\app\api\diagnostics                                                                                                                |          1 |         67 |          5 |         11 |         83 |
| omnora-prime-v13\src\app\api\docs                                                                                                                       |          1 |        705 |          0 |         54 |        759 |
| omnora-prime-v13\src\app\api\download                                                                                                                   |          1 |         40 |          5 |         13 |         58 |
| omnora-prime-v13\src\app\api\heartbeat                                                                                                                  |          1 |         23 |          0 |          6 |         29 |
| omnora-prime-v13\src\app\api\hub                                                                                                                        |          3 |        124 |          3 |         22 |        149 |
| omnora-prime-v13\src\app\api\hub\devices                                                                                                                |          2 |         89 |          3 |         14 |        106 |
| omnora-prime-v13\src\app\api\hub\devices (Files)                                                                                                        |          1 |         30 |          0 |          5 |         35 |
| omnora-prime-v13\src\app\api\hub\devices\revoke                                                                                                         |          1 |         59 |          3 |          9 |         71 |
| omnora-prime-v13\src\app\api\hub\info                                                                                                                   |          1 |         35 |          0 |          8 |         43 |
| omnora-prime-v13\src\app\api\internal                                                                                                                   |          2 |        187 |          4 |         34 |        225 |
| omnora-prime-v13\src\app\api\internal\backup                                                                                                            |          1 |        148 |          4 |         28 |        180 |
| omnora-prime-v13\src\app\api\internal\sync                                                                                                              |          1 |         39 |          0 |          6 |         45 |
| omnora-prime-v13\src\app\api\license                                                                                                                    |          1 |        296 |         19 |         46 |        361 |
| omnora-prime-v13\src\app\api\license\activate                                                                                                           |          1 |        296 |         19 |         46 |        361 |
| omnora-prime-v13\src\app\api\messaging                                                                                                                  |          2 |         96 |          3 |         20 |        119 |
| omnora-prime-v13\src\app\api\messaging (Files)                                                                                                          |          1 |         62 |          2 |         11 |         75 |
| omnora-prime-v13\src\app\api\messaging\events                                                                                                           |          1 |         34 |          1 |          9 |         44 |
| omnora-prime-v13\src\app\api\portal                                                                                                                     |          4 |        234 |         12 |         46 |        292 |
| omnora-prime-v13\src\app\api\portal\generate                                                                                                            |          1 |         99 |          3 |         19 |        121 |
| omnora-prime-v13\src\app\api\portal\revoke                                                                                                              |          1 |         34 |          0 |          6 |         40 |
| omnora-prime-v13\src\app\api\portal\sessions                                                                                                            |          1 |         35 |          1 |          6 |         42 |
| omnora-prime-v13\src\app\api\portal\verify                                                                                                              |          1 |         66 |          8 |         15 |         89 |
| omnora-prime-v13\src\app\api\sentinel                                                                                                                   |          2 |         54 |          0 |         14 |         68 |
| omnora-prime-v13\src\app\api\sentinel\recording-complete                                                                                                |          1 |         27 |          0 |          7 |         34 |
| omnora-prime-v13\src\app\api\sentinel\recording-started                                                                                                 |          1 |         27 |          0 |          7 |         34 |
| omnora-prime-v13\src\app\api\settings                                                                                                                   |          1 |        123 |          0 |         14 |        137 |
| omnora-prime-v13\src\app\api\staff                                                                                                                      |          1 |         89 |          6 |         19 |        114 |
| omnora-prime-v13\src\app\api\staff\invite                                                                                                               |          1 |         89 |          6 |         19 |        114 |
| omnora-prime-v13\src\app\api\startup                                                                                                                    |          1 |         25 |          1 |          5 |         31 |
| omnora-prime-v13\src\app\api\stock                                                                                                                      |          1 |         43 |          4 |         10 |         57 |
| omnora-prime-v13\src\app\api\stock\[skuId]                                                                                                              |          1 |         43 |          4 |         10 |         57 |
| omnora-prime-v13\src\app\api\sync                                                                                                                       |          1 |         35 |          4 |          7 |         46 |
| omnora-prime-v13\src\app\api\sync\status                                                                                                                |          1 |         35 |          4 |          7 |         46 |
| omnora-prime-v13\src\app\api\webhooks                                                                                                                   |          3 |        172 |         20 |         45 |        237 |
| omnora-prime-v13\src\app\api\webhooks\easypaisa                                                                                                         |          1 |         52 |          7 |         15 |         74 |
| omnora-prime-v13\src\app\api\webhooks\jazzcash                                                                                                          |          1 |         57 |          6 |         16 |         79 |
| omnora-prime-v13\src\app\api\webhooks\stripe                                                                                                            |          1 |         63 |          7 |         14 |         84 |
| omnora-prime-v13\src\app\artisans                                                                                                                       |          1 |          4 |          0 |          2 |          6 |
| omnora-prime-v13\src\app\audit                                                                                                                          |          2 |        509 |         18 |         45 |        572 |
| omnora-prime-v13\src\app\audit (Files)                                                                                                                  |          1 |        209 |          5 |         12 |        226 |
| omnora-prime-v13\src\app\audit\[sessionId]                                                                                                              |          1 |        300 |         13 |         33 |        346 |
| omnora-prime-v13\src\app\batches                                                                                                                        |          1 |          4 |          0 |          2 |          6 |
| omnora-prime-v13\src\app\blog                                                                                                                           |          3 |        429 |         21 |         55 |        505 |
| omnora-prime-v13\src\app\blog (Files)                                                                                                                   |          2 |        219 |         14 |         28 |        261 |
| omnora-prime-v13\src\app\blog\[slug]                                                                                                                    |          1 |        210 |          7 |         27 |        244 |
| omnora-prime-v13\src\app\calculators                                                                                                                    |          1 |      1,373 |         89 |        129 |      1,591 |
| omnora-prime-v13\src\app\cashflow                                                                                                                       |          1 |        467 |          6 |         35 |        508 |
| omnora-prime-v13\src\app\cctv                                                                                                                           |          4 |      1,417 |         45 |        106 |      1,568 |
| omnora-prime-v13\src\app\cctv (Files)                                                                                                                   |          1 |        664 |         33 |         51 |        748 |
| omnora-prime-v13\src\app\cctv\cameras                                                                                                                   |          2 |        600 |          9 |         45 |        654 |
| omnora-prime-v13\src\app\cctv\cameras (Files)                                                                                                           |          1 |        322 |          6 |         22 |        350 |
| omnora-prime-v13\src\app\cctv\cameras\new                                                                                                               |          1 |        278 |          3 |         23 |        304 |
| omnora-prime-v13\src\app\cctv\detections                                                                                                                |          1 |        153 |          3 |         10 |        166 |
| omnora-prime-v13\src\app\compliance                                                                                                                     |          2 |        215 |          2 |         23 |        240 |
| omnora-prime-v13\src\app\converters                                                                                                                     |          1 |        450 |          2 |         58 |        510 |
| omnora-prime-v13\src\app\dashboard                                                                                                                      |          2 |        939 |         53 |        102 |      1,094 |
| omnora-prime-v13\src\app\dashboard (Files)                                                                                                              |          1 |        815 |         48 |         84 |        947 |
| omnora-prime-v13\src\app\dashboard\login                                                                                                                |          1 |        124 |          5 |         18 |        147 |
| omnora-prime-v13\src\app\dealers                                                                                                                        |          1 |          4 |          0 |          2 |          6 |
| omnora-prime-v13\src\app\dispatch                                                                                                                       |          1 |        575 |         15 |         50 |        640 |
| omnora-prime-v13\src\app\docs                                                                                                                           |          2 |        568 |         22 |         47 |        637 |
| omnora-prime-v13\src\app\download                                                                                                                       |          1 |        372 |         11 |         26 |        409 |
| omnora-prime-v13\src\app\export                                                                                                                         |          1 |        192 |          6 |         21 |        219 |
| omnora-prime-v13\src\app\file-morph                                                                                                                     |          2 |      1,284 |         34 |        101 |      1,419 |
| omnora-prime-v13\src\app\finance                                                                                                                        |          1 |        520 |         17 |         61 |        598 |
| omnora-prime-v13\src\app\fleet                                                                                                                          |          1 |        238 |          7 |         23 |        268 |
| omnora-prime-v13\src\app\fulfillment                                                                                                                    |          1 |          4 |          0 |          2 |          6 |
| omnora-prime-v13\src\app\generators                                                                                                                     |          8 |      2,860 |         49 |        221 |      3,130 |
| omnora-prime-v13\src\app\generators (Files)                                                                                                             |          1 |        125 |          1 |         15 |        141 |
| omnora-prime-v13\src\app\generators\barcode                                                                                                             |          1 |        245 |          3 |         28 |        276 |
| omnora-prime-v13\src\app\generators\export-docs                                                                                                         |          1 |        304 |          4 |         25 |        333 |
| omnora-prime-v13\src\app\generators\invoice                                                                                                             |          1 |        597 |         13 |         33 |        643 |
| omnora-prime-v13\src\app\generators\label                                                                                                               |          1 |        275 |          4 |         27 |        306 |
| omnora-prime-v13\src\app\generators\payslip                                                                                                             |          1 |        460 |         14 |         36 |        510 |
| omnora-prime-v13\src\app\generators\purchase-order                                                                                                      |          1 |        416 |          6 |         29 |        451 |
| omnora-prime-v13\src\app\generators\qr                                                                                                                  |          1 |        438 |          4 |         28 |        470 |
| omnora-prime-v13\src\app\import                                                                                                                         |          1 |        690 |         35 |         61 |        786 |
| omnora-prime-v13\src\app\intelligence                                                                                                                   |          1 |        274 |          4 |         15 |        293 |
| omnora-prime-v13\src\app\inventory                                                                                                                      |          3 |      1,788 |         51 |        172 |      2,011 |
| omnora-prime-v13\src\app\inventory (Files)                                                                                                              |          1 |      1,223 |         39 |        111 |      1,373 |
| omnora-prime-v13\src\app\inventory\expiry                                                                                                               |          1 |        181 |          4 |         14 |        199 |
| omnora-prime-v13\src\app\inventory\import                                                                                                               |          1 |        384 |          8 |         47 |        439 |
| omnora-prime-v13\src\app\invoices                                                                                                                       |          5 |      2,316 |         84 |        210 |      2,610 |
| omnora-prime-v13\src\app\invoices (Files)                                                                                                               |          1 |        407 |          3 |         29 |        439 |
| omnora-prime-v13\src\app\invoices\[id]                                                                                                                  |          1 |        895 |         33 |         77 |      1,005 |
